Twitter Username,Post,Date Posted
@Bloom_is_Me,Malaysia is crumbling down but because we have #RakyatJagaRakyat we tried to be there for each other.,"Dec 22, 2021"
@BookwormFrust,"So not only do we have #KerajaanGagal , we also have #KerajaanPenakut","Jan 21, 2022"
@BorneoBah,#kerajaangagal got backdoor plan for this.,"Oct 10, 2022"
@BorneoBah,#kerajaangagal must learn little things like this instead of barging thru emergency ambulance’s way.,"Jul 26, 2022"
@BorneoBah,"..they don’t continue where the other administration left off to continue the work. Everytime back to sq 1 again. In short, we move up 1 level then we fall back 2 steps back. And repeat the cycle. Evryone does what is ‘right’ in their own eyes.  #KerajaanGagal","Aug 22, 2021"
@BorneoBah,A good thing made evil by #kerajaangagal  or anything they touch becomes cursed.,"Jul 26, 2022"
@BorneoBah,And the songlaping starts again thanks to the reign of #kerajaangagal he’s free from all convictions.,"Jul 2, 2022"
@BorneoBah,As long as it’s justified and you guys work it’s ok. Really OK! The problem is when all of you in #kerajaangagal make dumb decisions and uncalled for actions then that’s the folly!,"Jul 20, 2022"
@BorneoBah,As usual. Pawns to the #kerajaangagal But they give convicts their passports to travel. Nice!!,"Jul 23, 2022"
@BorneoBah,"Can waan! With #kerajaangagal corruption system in operation, anything can be approved. It’s what they do!","Oct 3, 2022"
@BorneoBah,"Cheap meaning #kerajaangagal is asking sellers to sell expired, discarded and defective goods?? Sorry just asking. It can be just that you know!  
My version of anti-inflation is, for ministers to give a percentage of yr fat salaries to off-set the costs and prices.","Jul 18, 2022"
@BorneoBah,Definitely #kerajaangagal likes this!! ,"May 15, 2022"
@BorneoBah,Don’t let him back in into the Parliament building anymore. Let’s see if he sits at the speaker’s seat again - if he does then that means #kerajaangagal is manipulating the proceedings thru him. Some ppl are a liability to others. He’s one of them.,"Jul 18, 2022"
@BorneoBah,"Don’t worry #kerajaangagal won’t let that happen cos they want our oil. Furthermore Philippines just use Sulu cause for their own gain. Phil govt is at war with Mindanao, no way they let them get Sabah. Anyway it’s my country, i’ll fight for it thanks! ","Jul 24, 2022"
@BorneoBah,Don’t you know we are still being colonised?? Colonised by penjajah #kerajaangagal dan Lobai2! ,"Jun 4, 2022"
@BorneoBah,"Ehhh eksyen sja, just say it’s your fault M’sians are working abroad lah! Mau lagi minta saguhati! Nobody needs to ask permission from you lah #kerajaangagal","Jun 22, 2022"
@BorneoBah,Embarrasing this #kerajaangagal We’ve got school kids managing a man’s job.,"Jul 13, 2022"
@BorneoBah,"First they said ‘Children with vaccinated parents’ can come, then last minute changed to ‘Children under 12 cannot come..’ Whaaat lah! Which one then???  Gomen #kerajaangagal kah?? We prepared for 2 weeks for this, and you change in instant! No wonder lah gagal! Now hv to close.","Apr 9, 2022"
@BorneoBah,Good morning! Today I want to Merdeka from #KerajaanGagal #KerajaanZalim #kerajaanbangsat  ,"Aug 20, 2021"
@BorneoBah,Good! Anything but #kerajaangagal parties,"Jul 16, 2022"
@BorneoBah,He is the ‘roadblock’ on most proceedings. #kerajaangagal ‘s instrument.,"Jul 18, 2022"
@BorneoBah,Hope it dropped on #kerajaangagal houses ,"Jun 16, 2022"
@BorneoBah,"I don’t bother looking at the number of reported cases anymore, like I stopped caring abt #kerajaangagal utusans last time. Hope this herd immunity takes on quickly. ","Feb 23, 2022"
@BorneoBah,"I don’t care the male chauvinist type, let her be PM! As long as it’s not from #kerajaangagal camp!","Jul 15, 2022"
@BorneoBah,"I tell you #kerajaangagal has no ‘economic sense’! They only know how to get money and spend it that’s all. They live day to day basis, the impression we get is they dunno how to project themselves for sustained living. Ten advisors, and this is the result you get!","Jun 29, 2022"
@BorneoBah,I want Merdeka from #kerajaangagal,"Aug 20, 2021"
@BorneoBah,"I wouldn’t mind a coup by atm vets kah, or any group who felt cheated. #kerajaangagal needs a good shake-up or jolt to wake them up! 

Sometimes ppl need to learn the hard way then they move. If not, nothing will.","Oct 9, 2022"
@BorneoBah,"Judiciary failed, security failed, accounting failed, trust failed,..but songlap frm rakyat number one!  #kerajaangagal","May 18, 2022"
@BorneoBah,Just one of those things that our govt is good at….sub-standard and “wishy-washy” #kerajaangagal,"Mar 27, 2022"
@BorneoBah,Normal lah this #kerajaangagal everything cut corners. I friend you - you friend me govt mah kan? ,"Oct 4, 2022"
@BorneoBah,Of course! That’s the way. Not one law fits all like the #kerajaangagal version.,"Dec 7, 2021"
@BorneoBah,"Once it out into the world, it’s a gone case. You can never take it back!  Hopeless #kerajaangagal Really really GAGAL!!!!","May 23, 2022"
@BorneoBah,Our surge during Nov-Dec 2020 also was caused by election campaigners. Irresponsible ministers!!! All by #KerajaanGagal,"Jan 7, 2022"
@BorneoBah,"Probe probe probe…they don’t care what it’s for. They’re just tools and instruments for #kerajaangagal to use for their own agenda. If I were the Police head I’ll vow to rise up against higher authority to make things turn around. Ada kuasa pon tak guna, jadi hamba. ","Jun 7, 2022"
@BorneoBah,Serve right our #kerajaangagal to give them passport to roam about freely. Now they bite you back!!,"Nov 11, 2021"
@BorneoBah,She’s way better than all our #kerajaangagal ,"Jul 26, 2022"
@BorneoBah,"Sitting at home watching TV, afterall #kerajaangagal PM only.","Apr 10, 2022"
@BorneoBah,"So we have #KerajaanGagal #kerajaanpintubelakang #kerajaangagal2 #kerajaankangkung #kerajaan20sen then #kerajaanayam 
This govt sure is no way a “cutting edge” entity but a handicapped and lame one!","Feb 3, 2022"
@BorneoBah,Some VVIP “free-to-use” minister again? This #kerajaangagal Keluarga has got naughty out-of-hand children doing their own things. We have governments with a government here.,"Jun 12, 2022"
@BorneoBah,Stamped himself “ #kerajaangagal “ ,"Jul 14, 2022"
@BorneoBah,That’s why they are #kerajaangagal !!  Our working professionals are even better than our ministers. The only time they got further is when. They jump to another party. Katak dlm tempurung!,"Feb 26, 2022"
@BorneoBah,That’s why “govt-linked!” That’s what you get with a #kerajaangagal “wishy-washy” govt..many unaccountable dealings.,"May 9, 2022"
@BorneoBah,The business of Cash is King sdn bhd here is booming under the guidance of #kerajaangagal with its countless advisors and leading masterclass teachers! From corruption to traitors. Traitors to racists. Racists to lovers.  Get them all here.,"Jul 16, 2022"
@BorneoBah,"The irony, #kerajaangagal #kerajaanpintubelakang tables the anti-hopping bill. I don’t care what bill they put forward, will they follow it? That’s the question.","Jul 27, 2022"
@BorneoBah,"The staff can make money by charging them! #kerajaangagal style mah, anything can songlap, songlap lah sja.","Sep 10, 2022"
@BorneoBah,The symptoms of #kerajaangagal ruling.,"May 8, 2022"
@BorneoBah,They are the equivalent of the   ‘German SS’ for #kerajaangagal,"Aug 6, 2022"
@BorneoBah,They’re not doing anything. Just a demo to show our sufferings. Unlike the #kerajaangagal mob which is destructive.,"Jul 16, 2022"
@BorneoBah,This is ‘caveman’ thinking! This is how the men of #kerajaangagal thinks. Thinking women as “lowly” rather than equal partner in marriage. This is arrogance and pure laziness.,"Feb 7, 2022"
@BorneoBah,"UMNO man sja, klu every man in the country? #kerajaangagal ","Aug 16, 2022"
@BorneoBah,We are NOT against you #kerajaangagal BUT what to do you lied too much that no one believes you anymore. Even the good things you think you do seems bad to us!,"Jun 22, 2022"
@BorneoBah,"We are nobody until we touch international market. And by looks of status of our #kerajaangagal ..they are too busy squabbling amongst warlords and in feudal fashion. 
The citizens of Malaysia are way broader-minded than their leaders - guess who should actually lead huh?","May 17, 2022"
@BorneoBah,"We can’t tell ppl to lower their standards to suit this #kerajaangagal, we have to rise to the international standard. I","Feb 27, 2022"
@BorneoBah,We don’t send caveman! Wait…..all we have are cavemen in #kerajaangagal ,"Jun 29, 2022"
@BorneoBah,We’ll soon be if #kerajaangagal spends lavishly on themselves!!,"Sep 15, 2022"
@BorneoBah,"What I remember most about 2021? In my mind right now is #KerajaanGagal  So many more lives may have been saved if not becos of this selfish govt!

If not for my positive mind, I would have been long gone.

Well, hello 2022 then! ","Dec 9, 2021"
@BorneoBah,"What do you guys want to see? You want volcano eruption, mega quake, geostorm typhoon, ice age and tsunami catastrophe all in one then you believe this govt don’t work??! 
If they don’t save ONE rakyat, you can forget abt saving others. 
#KerajaanGagal #KerajaanGagal2","Dec 21, 2021"
@BorneoBah,What is #kerajaangagal gonna do about this? All these rogue groups forming under the noses of @IsmailSabri60 Doing nothing means ‘approving’ it. Soon it’ll be out of control if not stopped now. We’ll have internal faction wars,"Jul 15, 2022"
@BorneoBah,"Whatever it takes just be relevant in our times, not irrelevant like our #kerajaangagal ","Feb 8, 2022"
@BorneoBah,"When there’s a ban on something, the smuggling starts. Well done #kerajaangagal you just started another problem instead of eliminating it. ","Nov 2, 2021"
@BorneoBah,Who’s in charge of this?? Patutlah #kerajaangagal,"Nov 10, 2021"
@BorneoBah,Yaa lahh.. always think  “private visit.”  Management style also ‘every man for himself’. That’s why #kerajaangagal,"Apr 11, 2022"
@BorneoBah,Yep. Me too angry like that! Probly learned from #kerajaangagal culture - ‘just take whatever/whenever you like’.  Or ‘everything’s mine’ attitude.,"Sep 6, 2022"
@BrOnZo57690781,"istg Malaysian gov can build a fricking skyscraper 700m but can't help the flood victims ? 

#KerajaanPembunuh #KerajaanGagal #RakyatTolongRakyat","Dec 21, 2021"
@Brastal,Really hope the doctors that have resigned from their contracts steps up to help. They know better than anyone the gov we have now is #kerajaanbangsat eh i mean #kerajaangagal,"Dec 20, 2021"
@BriarRose24_,Do not donate to the government! #daruratbanjir #KerajaanGagal,"Dec 24, 2021"
@Bro2Face,Gud...the legacy of #KerajaanGagal is been continue by #KerajaanGagal2,"Aug 20, 2021"
@Bro2Face,"PM tepi is better than;
1.  PM who is worldly known as a PM who stole    from his own country by billion$$$,
2. 2nd PM who is betrying his coalition parties bcoz of ???,
3. PM who is PENGKHIANAT MANDAT RAKYAT, who is totally jerk leading #KerajaanGagal","Aug 21, 2021"
@Budihardi_,"Respect to all Volunteers..  
Quick action than government.
#RakyatJagaRakyat 
#KeluargaMalaysia","Dec 20, 2021"
@C9090D,#KerajaanGagal Cabinet Trafficking,"Jan 5, 2022"
@C9090D,#KerajaanGagal LEAKING,"Sep 30, 2021"
@C9090D,#KerajaanGagal RENOVATION,"Sep 22, 2021"
@C9090D,"#Lawan
#KerajaanGagal 
Dark Ages","Aug 19, 2021"
@C9090D,ACKNOWLEDGE #KerajaanGagal is GAGAL,"Nov 29, 2021"
@C9090D,BUTANG #KerajaanGagal,"Nov 13, 2021"
@C9090D,COUNSELLING #KerajaanGagal,"Oct 20, 2021"
@C9090D,FURNITURE #KerajaanGagal,"Oct 1, 2021"
@C9090D,JAIL #KerajaanGagal,"Dec 8, 2021"
@C9090D,LEAP OF FAIL #KerajaanGagal,"Oct 4, 2021"
@C9090D,NEXT LEVEL #KerajaanGagal,"Oct 2, 2021"
@C9090D,PASSPORT #KerajaanGagal,"Oct 18, 2021"
@C9090D,SACKED #KerajaanGagal,"Oct 3, 2021"
@C9090D,SAME SHIT #KerajaanGagal,"Oct 24, 2021"
@C9090D,"WHIS KEY #KerajaanGagal

 CHEERSSS","Oct 18, 2021"
@C9090D,ZUMBA #KerajaanGagal,"Oct 10, 2021"
@CHKen_2,Absolute scenes if Ismail Sabri becomes Prime Minister and Muhyiddin becomes his Deputy. Same circle over and over again. #NotMyPM,"Aug 19, 2021"
@CHtw33ts,"At the end of the day, it’s the B40 and M40 Bumis who got played out again. Rich Bumi getting richer at the expenses of poor Bumis. Stupid ridiculous #KerajaanGagal","Sep 29, 2021"
@CHtw33ts,"Really #KerajaanGagal. 30 million, how many mouth can that sum feed considering looking at the current economy how many B40s are suffering","Sep 28, 2021"
@CK_Chong18,"Government churning out few millions, middle man takes 50% then cable-fied contractor takes 50% and finally to the canteen operator. What can we expect much with some many sharks around?

#Malaysia #KerajaanGagal","Jan 20, 2022"
@CaroleArasu,"In the end, it's always #RakyatJagaRakyat","Dec 20, 2021"
@CasmentIsaac,"It's always bullshit like ""naik Bendera biru instead"" and ""jangan bimbang"" we get from them. This pandemic really proved that #RakyatTolongRakyat #RakyatJagaRakyat is all that's keep things moving","Dec 19, 2021"
@CassyVictor,"Maybe its time all Malaysian stop paying taxes. It’s obvious we’re not getting anything back except corruption. Get them ALL to resign then we start paying taxes. All uneducated people sitting in parliament, such an embarrassment #KerajaanPembunuh #KerajaanGagal #DaruratBanjir","Dec 20, 2021"
@CayMhc,"""After 64 yrs of independence, we're settled with the govt we DID NOT elect. A govt that has failed at its most basic functions, failed to take care of its ppl, failed to take care of their livelihood, failed to take care of their future."" 
#kerajaangagal","Sep 15, 2021"
@CharanCurtz,Isn’t there even an ounce of humanity left in you politicians? It’s incredible how consumed by greed you are. There’s really a special place in hell for people like you #KerajaanGagal,"Dec 27, 2021"
@CheeChengChun,Logging out from social media. It is too depressing and sad. Even the weather knows it. #kerajaangagal #NotMyPM,"Aug 20, 2021"
@CheemunNg,"I heard #kabinetGagal #KerajaanGagal is back.

In true Malaysian fashion, and lack of any useful options, we cope using sarcastic humour on Twitter.","Aug 27, 2021"
@ChenYeong,From one #KerajaanGagal to another #KerajaanGagal,"Dec 20, 2021"
@CheritaSpace,#TangkapAzamBaki if only #kerajaangagal  put in as much planning and effort for #banjir2021,"Jan 21, 2022"
@CheritaSpace,"Floods - Pray for Yan 
Ismail Sabri - Pray for Malaysia
#PrayforYan #PrayForKedah #prayformalaysia #KerajaanGagal #cherita #PEOPLEPOWER","Aug 19, 2021"
@CheritaSpace,"If there's one thing we can count on from the #KeluargaMalaysia administration, it's CUTI!!! 
Thank you @IsmailSabri60
#DaruratBanjir #KerajaanGagal #RakyatTolongRakyat #KitaJagaKita","Dec 19, 2021"
@Cherryhaato,Another day waking up to #KerajaanGagal,"Aug 27, 2021"
@ChiauzKc,"Great, someone who failed to managed shopping malls for 4 times (2 closed, and 2 losing money even before Covid19) is now managing Malaysia #kerajaangagal 2.0

Dark days ahead. Politics will be worst as they will start finding ways to steal our mandate for upcoming GE as well","Aug 20, 2021"
